input_name	text	cl_id	cl_label
Astrocyte	Astrocyte	CL:0000127	astrocyte
Cardiomyocyte	Cardiomyocyte	CL:0000746	cardiac muscle cell
Cardiomyocyte	Cardiomyocyte	CL:0000746	cardiac muscle cell
Cardiovascular progenitor cell	Cardiovascular progenitor cell	CL:0002664	cardioblast
Cardiovascular progenitor cell	Cardiovascular progenitor cell	CL:0002664	cardioblast
Enterocyte	Enterocyte	CL:0000584	enterocyte
Enterocyte	Enterocyte	CL:0000584	enterocyte
Enterocyte progenitor cell	Enterocyte progenitor cell	NO MATCH found	
Enterocyte progenitor cell	Enterocyte progenitor cell	NO MATCH found	
Enteroendocrine cell	Enteroendocrine cell	CL:0000164	enteroendocrine cell
Enteroendocrine cell	Enteroendocrine cell	CL:0000164	enteroendocrine cell
Epithelial cell	Epithelial cell	CL:0000066	epithelial cell
Epithelial cell	Epithelial cell	CL:0000066	epithelial cell
Epithelial cells	Epithelial cell	CL:0000066	epithelial cell
Epithelial cells	Epithelial cell	CL:0000066	epithelial cell
Goblet cell	Goblet cell	CL:0000160	goblet cell
Goblet cell	Goblet cell	CL:0000160	goblet cell
Intestinal epithelial stem cell	Intestinal epithelial stem cell	CL:0002250	intestinal crypt stem cell
Intestinal epithelial stem cell	Intestinal epithelial stem cell	CL:0002250	intestinal crypt stem cell
LGR5+ stem cell	LGR5+ stem cell	CL:0000034	stem cell
LGR5+ stem cell	LGR5+ stem cell	CL:0000034	stem cell
Mesangial cell	Mesangial cell	CL:0000650	mesangial cell
Mesangial cell	Mesangial cell	CL:0000650	mesangial cell
Mesenchymal stromal cells	Mesenchymal stromal cell	CL:0000134	mesenchymal stem cell
Mesenchymal stromal cells	Mesenchymal stromal cell	CL:0000134	mesenchymal stem cell
Nephron epithelial cell	Nephron epithelial cell	CL:1000449	epithelial cell of nephron
Nephron epithelial cell	Nephron epithelial cell	CL:1000449	epithelial cell of nephron
Oligodendrocyte precursor cell	Oligodendrocyte precursor cell	CL:0002453	oligodendrocyte precursor cell
Oligodendrocyte precursor cell	Oligodendrocyte precursor cell	CL:0002453	oligodendrocyte precursor cell
Peritubular myoid cell	Peritubular myoid cell	CL:0002481	peritubular myoid cell
Peritubular myoid cell	Peritubular myoid cell	CL:0002481	peritubular myoid cell
Plasma cells	Plasma cell	CL:0000786	plasma cell
Plasma cells	Plasma cell	CL:0000786	plasma cell
Spermatogonial stem cell	Spermatogonial stem cell	CL:0000016	male germ line stem cell
Spermatogonial stem cell	Spermatogonial stem cell	CL:0000016	male germ line stem cell
Spermatogonium	Spermatogonium	CL:0000020	spermatogonium
Spermatogonium	Spermatogonium	CL:0000020	spermatogonium
nasal airway epithelial cells	nasal airway epithelial cell	CL:2000094	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa
nasal airway epithelial cells	nasal airway epithelial cell	CL:2000094	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa
nasal brushing epithelial cells	nasal brushing epithelial cell	CL:2000094	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa
nasal brushing epithelial cells	nasal brushing epithelial cell	CL:2000094	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa
nasal turbinate epithelial cells	nasal turbinate epithelial cell	CL:2000094	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa
nasal turbinate epithelial cells	nasal turbinate epithelial cell	CL:2000094	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa
neuronal	neuronal	CL:0000540	neuron
neurons	neuron	CL:0000540	neuron
somatotrope	somatotrope	CL:0002312	somatotroph
somatotrope	somatotrope	CL:0002312	somatotroph
somatotrope cell	somatotrope cell	CL:0002312	somatotroph
somatotrope cell	somatotrope cell	CL:0002312	somatotroph
somatotrope, lactotrope, and thyrotrope cell	somatotrope, lactotrope, and thyrotrope cell lineage	NO MATCH found	
somatotrope, lactotrope, and thyrotrope cell	somatotrope, lactotrope, and thyrotrope cell	NO MATCH found	
stem cell	stem cell	CL:0000034	stem cell
stem cell	stem cell	CL:0000034	stem cell
ESC	Embryonic stem cell	CL:0002322	embryonic stem cell
ESC	ESC	CL:0002322	embryonic stem cell
Embryonic stem cell	Embryonic stem cell	CL:0002322	embryonic stem cell
Embryonic stem cell	Embryonic stem cell	CL:0002322	embryonic stem cell
GC	Granulosa cell	CL:0000501	granulosa cell
GC	GC	CL:0000501	granulosa cell
Granulosa cells	Granulosa cell	CL:0000501	granulosa cell
Granulosa cells	Granulosa cell	CL:0000501	granulosa cell
Human primordial germ cell	Human primordial germ cell	CL:0000670	primordial germ cell
Human primordial germ cell	Human primordial germ cell	CL:0000670	primordial germ cell
OSC	Oogonial stem cell	CL:0000022	female germ line stem cell
OSC	OSC	CL:0000022	female germ line stem cell
Oogonial stem cell	Oogonial stem cell	CL:0000022	female germ line stem cell
Oogonial stem cell	Oogonial stem cell	CL:0000022	female germ line stem cell
PCG	Primordial germ cell	CL:0000670	primordial germ cell
PCG	PCG	CL:0000670	primordial germ cell
Primordial germ cell	Primordial germ cell	CL:0000670	primordial germ cell
Primordial germ cell	Primordial germ cell	CL:0000670	primordial germ cell
TC	Theca cell	CL:0000503	theca cell
TC	TC	CL:0000503	theca cell
Theca cell	Theca cell	CL:0000503	theca cell
Theca cell	Theca cell	CL:0000503	theca cell
hPGC	Human primordial germ cell	CL:0000670	primordial germ cell
hPGC	hPGC	CL:0000670	primordial germ cell
hepatocyte	hepatocyte	CL:0000182	hepatocyte
hepatocyte	hepatocyte	CL:0000182	hepatocyte
alpha-smooth muscle actin (SMA)-positive myofibroblasts	alpha-smooth muscle actin (SMA)-positive myofibroblast	CL:0000186	myofibroblast cell
alpha-smooth muscle actin (SMA)-positive myofibroblasts	alpha-smooth muscle actin (SMA)-positive myofibroblast	CL:0000186	myofibroblast cell
fibrocyte	fibrocyte	CL:0000135	fibrocyte
fibrocyte	fibrocyte	CL:0000135	fibrocyte
fibrocytes	fibrocyte	CL:0000135	fibrocyte
fibrocytes	fibrocyte	CL:0000135	fibrocyte
keratocytes	keratocyte	CL:0002363	keratocyte
keratocytes	keratocyte	CL:0002363	keratocyte
lymphocytes	lymphocyte	CL:0000542	lymphocyte
lymphocytes	lymphocyte	CL:0000542	lymphocyte
monocytes	monocyte	CL:0000576	monocyte
monocytes	monocyte	CL:0000576	monocyte
myofibroblasts	myofibroblast	CL:0000186	myofibroblast cell
myofibroblasts	myofibroblast	CL:0000186	myofibroblast cell
neutrophils	neutrophil	CL:0000775	neutrophil
neutrophils	neutrophil	CL:0000775	neutrophil
stromal stem cells	stromal stem cell	CL:0000134	mesenchymal stem cell
stromal stem cells	stromal stem cell	CL:0000134	mesenchymal stem cell
articular chondrocytes	articular chondrocyte	CL:1001607	articular chondrocyte
articular chondrocytes	articular chondrocyte	CL:1001607	articular chondrocyte
chondrocytes	chondrocyte	CL:0000138	chondrocyte
chondrocytes	chondrocyte	CL:0000138	chondrocyte
hypertrophic chondrocyte	hypertrophic chondrocyte	CL:0000743	hypertrophic chondrocyte
hypertrophic chondrocyte	hypertrophic chondrocyte	CL:0000743	hypertrophic chondrocyte
lung myofibroblast cells	lung myofibroblast cell	CL:0000186	myofibroblast cell
lung myofibroblast cells	lung myofibroblast cell	CL:0000186	myofibroblast cell
luminal	luminal cell	CL:0002326	luminal epithelial cell of mammary gland
luminal	luminal	CL:0002326	luminal epithelial cell of mammary gland
mammary stem cell	mammary stem cell	CL:0002451	mammary stem cell
mammary stem cell	mammary stem cell	CL:0002451	mammary stem cell
T- and B-cells	T-cell and B-cell	CL:0000542	lymphocyte
T- and B-cells	T- and B-cell	CL:0000542	lymphocyte
Tregs	regulatory T-cell	CL:0000815	regulatory T cell
Tregs	Treg	CL:0000815	regulatory T cell
microglia	microglial cell	CL:0000129	microglial cell
microglia	microglial cell	CL:0000129	microglial cell
proliferative microglia	proliferative microglial cell	CL:0000129	microglial cell
proliferative microglia	proliferative microglial cell	CL:0000129	microglial cell
smooth muscle and endothelial cell	smooth muscle cell and endothelial cell	NO MATCH found	
smooth muscle and endothelial cell	smooth muscle and endothelial cell	NO MATCH found	
EC	endothelial cell	CL:0000115	endothelial cell
EC	EC	CL:0000115	endothelial cell
KC	Kupffer cell	CL:0000091	Kupffer cell
KC	KC	CL:0000091	Kupffer cell
LSEC	liver sinusoidal endothelial cell	CL:1000398	endothelial cell of hepatic sinusoid
LSEC	LSEC	CL:1000398	endothelial cell of hepatic sinusoid
Midlobular LSEC	midlobular liver sinusoidal endothelial cell	CL:1000398	endothelial cell of hepatic sinusoid
Midlobular LSEC	Midlobular LSEC	CL:1000398	endothelial cell of hepatic sinusoid
Pericentral LSEC	pericentral liver sinusoidal endothelial cell	CL:0019022	endothelial cell of pericentral hepatic sinusoid
Pericentral LSEC	Pericentral LSEC	CL:0019022	endothelial cell of pericentral hepatic sinusoid
Portal vein EC	Portal vein endothelial cell	CL:0009094	endothelial cell of hepatic portal vein
Portal vein EC	Portal vein EC	CL:0009094	endothelial cell of hepatic portal vein
hepatocytes	hepatocyte	CL:0000182	hepatocyte
hepatocytes	hepatocyte	CL:0000182	hepatocyte
hepatocytic	hepatocytic	CL:0000182	hepatocyte
monocyte	monocyte	CL:0000576	monocyte
monocyte	monocyte	CL:0000576	monocyte
periportal LSEC	periportal liver sinusoidal endothelial cell	CL:0019021	endothelial cell of periportal hepatic sinusoid
periportal LSEC	periportal LSEC	CL:0019021	endothelial cell of periportal hepatic sinusoid
alternative macrophage activation	alternative activated (M2) macrophage phenotype	CL:0000890	alternatively activated macrophage
alternative macrophage activation	alternative macrophage activation	CL:0000890	alternatively activated macrophage
macrophage	lung macrophage	CL:1001603	lung macrophage
macrophage	macrophage	CL:0000235	macrophage
macrophages	lung macrophage	CL:1001603	lung macrophage
macrophages	macrophage	CL:0000235	macrophage
nRBCs	native erythrocyte	CL:0000232	erythrocyte
nRBCs	nRBC	CL:0000232	erythrocyte
Cortical pyramidal neuron	cortical pyramidal neuron	CL:4023111	cerebral cortex pyramidal neuron
Cortical pyramidal neuron	Cortical pyramidal neuron	CL:4023111	cerebral cortex pyramidal neuron
Hippocampal pyramidal neuron	hippocampal pyramidal neuron	CL:1001571	hippocampal pyramidal neuron
Hippocampal pyramidal neuron	Hippocampal pyramidal neuron	CL:1001571	hippocampal pyramidal neuron
Neuron	Neuron	CL:0000540	neuron
Articular Chondrocytes	human articular chondrocyte	CL:1001607	articular chondrocyte
Articular Chondrocytes	Articular Chondrocyte	CL:1001607	articular chondrocyte
T-cell	T cell	CL:0000084	T cell
T-cell	T-cell	CL:0000084	T cell
beta-cell	beta cell	CL:0000169	type B pancreatic cell
beta-cell	beta-cell	CL:0000169	type B pancreatic cell
endocrine cells	endocrine cell	CL:0000163	endocrine cell
endocrine cells	endocrine cell	CL:0000163	endocrine cell
Basophil	Basophil	CL:0000767	basophil
Basophil	Basophil	CL:0000767	basophil
Eosinophil	Eosinophil	CL:0000771	eosinophil
Eosinophil	Eosinophil	CL:0000771	eosinophil
Erythroblast	Erythroblast	CL:0000765	erythroblast
Erythroblast	Erythroblast	CL:0000765	erythroblast
Lymphoblast	Lymphoblast	CL:0017005	lymphoblast
Lymphoblast	Lymphoblast	CL:0017005	lymphoblast
Lymphocyte	Lymphocyte	CL:0000542	lymphocyte
Lymphocyte	Lymphocyte	CL:0000542	lymphocyte
Metamyelocyte	Metamyelocyte	CL:0002192	metamyelocyte
Metamyelocyte	Metamyelocyte	CL:0002192	metamyelocyte
Monocyte	Monocyte	CL:0000576	monocyte
Monocyte	Monocyte	CL:0000576	monocyte
Neutrophil	Neutrophil (segmented)	CL:0000096	mature neutrophil
Neutrophil	Neutrophil	CL:0000775	neutrophil
Thrombocyte	Thrombocyte	CL:0000233	platelet
Thrombocyte	Thrombocyte	CL:0000233	platelet
B cells	B cell	CL:0000236	B cell
CD4+ and CD8+ T cells	CD4+ T helper cell and CD8+ cytotoxic T lymphocyte	CL:0000084	T cell
CD4+ and CD8+ T cells	CD4+ and CD8+ T cell	CL:0000084	T cell
beta cell	insulin-producing pancreatic beta cell	CL:0000169	type B pancreatic cell
beta cell	beta cell	CL:0000169	type B pancreatic cell
beta cells	insulin-producing pancreatic beta cell	CL:0000169	type B pancreatic cell
beta cells	beta cell	CL:0000169	type B pancreatic cell
DCs	dendritic cell	CL:0000451	dendritic cell
DCs	DC	CL:0000451	dendritic cell
Eos	eosinophil	CL:0000771	eosinophil
Eos	Eos	CL:0000771	eosinophil
MCs	mast cell	CL:0000097	mast cell
MCs	MC	CL:0000097	mast cell
Mac	macrophage	CL:0000235	macrophage
Mac	Mac	CL:0000235	macrophage
Mono	monocyte	CL:0000576	monocyte
Mono	Mono	CL:0000576	monocyte
PC	plasma cell	CL:0000786	plasma cell
PC	PC	CL:0000786	plasma cell
PMN	polymorphonuclear leukocyte	CL:0000094	granulocyte
PMN	PMN	CL:0000094	granulocyte
dendritic cells	dendritic cell	CL:0000451	dendritic cell
dendritic cells	dendritic cell	CL:0000451	dendritic cell
eosinophils	eosinophil	CL:0000771	eosinophil
eosinophils	eosinophil	CL:0000771	eosinophil
gammaDelta T cells	γΔ T cell	CL:0000798	gamma-delta T cell
gammaDelta T cells	gammaDelta T cell	CL:0000798	gamma-delta T cell
gd T	γΔ T cell	CL:0000798	gamma-delta T cell
gd T	gd T	CL:0000798	gamma-delta T cell
macrophage	macrophage	CL:0000235	macrophage
macrophage	macrophage	CL:0000235	macrophage
mast cells	mast cell	CL:0000097	mast cell
mast cells	mast cell	CL:0000097	mast cell
monocyte	monocyte	CL:0000576	monocyte
monocyte	monocyte	CL:0000576	monocyte
myeloid cells	myeloid cell	CL:0000763	myeloid cell
myeloid cells	myeloid cell	CL:0000763	myeloid cell
plasma cells	plasma cell	CL:0000786	plasma cell
plasma cells	plasma cell	CL:0000786	plasma cell
polymorphonuclear leukocytes	polymorphonuclear leukocyte	CL:0000094	granulocyte
polymorphonuclear leukocytes	polymorphonuclear leukocyte	CL:0000094	granulocyte
pro-B cells	pro-B cell	CL:0000826	pro-B cell
pro-B cells	pro-B cell	CL:0000826	pro-B cell
myoblasts	human primary myoblast	CL:0000056	myoblast
myoblasts	myoblast	CL:0000056	myoblast
myotubes	human myotube	CL:0002372	myotube
myotubes	myotube	CL:0002372	myotube
neuronal	neuronal	CL:0000540	neuron
fibroblast	CRL-2352 fibroblast	CL:0000057	fibroblast
fibroblast	fibroblast	CL:0000057	fibroblast
fibroblasts	CRL-2352 fibroblast	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
BM progenitors	bone marrow progenitor	CL:0011026	progenitor cell
BM progenitors	BM progenitor	CL:0011026	progenitor cell
DC	dendritic cell	CL:0000451	dendritic cell
DC	DC	CL:0000451	dendritic cell
LCs	Langerhans cell	CL:0000453	Langerhans cell
LCs	LC	CL:0000453	Langerhans cell
nephrocyte	nephrocyte	CL:0002520	nephrocyte
nephrocyte	nephrocyte	CL:0002520	nephrocyte
nephrocyte cells	nephrocyte	CL:0002520	nephrocyte
nephrocyte cells	nephrocyte cell	CL:0002520	nephrocyte
nephrocytes	nephrocyte	CL:0002520	nephrocyte
nephrocytes	nephrocyte	CL:0002520	nephrocyte
ASCs	adipose-derived stem or stromal cell	CL:0002570	mesenchymal stem cell of adipose tissue
ASCs	ASC	CL:0002570	mesenchymal stem cell of adipose tissue
endothelial cells	endothelial cell	CL:0000115	endothelial cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
fibroblasts	fibroblast	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
lymphocytes	lymphocyte	CL:0000542	lymphocyte
lymphocytes	lymphocyte	CL:0000542	lymphocyte
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
monocyte	monocyte	CL:0000576	monocyte
monocyte	monocyte	CL:0000576	monocyte
pericytes	pericyte	CL:0000669	pericyte
pericytes	pericyte	CL:0000669	pericyte
preadipocytes	preadipocyte	CL:0002334	preadipocyte
preadipocytes	preadipocyte	CL:0002334	preadipocyte
progenitor cells	progenitor cell	CL:0011026	progenitor cell
progenitor cells	progenitor cell	CL:0011026	progenitor cell
vascular smooth muscle cells	vascular smooth muscle cell	CL:0000359	vascular associated smooth muscle cell
vascular smooth muscle cells	vascular smooth muscle cell	CL:0000359	vascular associated smooth muscle cell
DCs	dendritic cell	CL:0000451	dendritic cell
DCs	DC	CL:0000451	dendritic cell
LCs	Langerhans cell	CL:0000453	Langerhans cell
LCs	LC	CL:0000453	Langerhans cell
Langerhans cells	Langerhans cell	CL:0000453	Langerhans cell
Langerhans cells	Langerhans cell	CL:0000453	Langerhans cell
dendritic cells	dendritic cell	CL:0000451	dendritic cell
dendritic cells	dendritic cell	CL:0000451	dendritic cell
mammary epithelial	mammary epithelial cell	CL:0002327	mammary gland epithelial cell
mammary epithelial	mammary epithelial	CL:0002327	mammary gland epithelial cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
basophil	basophil	CL:0000767	basophil
basophil	basophil	CL:0000767	basophil
basophil-mast cell progenitors	bipotent basophil-mast cell progenitor	CL:0002028	basophil mast progenitor cell
basophil-mast cell progenitors	basophil-mast cell progenitor	CL:0002028	basophil mast progenitor cell
mast cell	mast cell	CL:0000097	mast cell
mast cell	mast cell	CL:0000097	mast cell
progenitors	progenitor	CL:0011026	progenitor cell
progenitors	progenitor	CL:0011026	progenitor cell
Epidermal	epidermal cell	CL:0000362	epidermal cell
Epidermal	Epidermal	CL:0000362	epidermal cell
CD4+ T cells	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
CD4+ T cells	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
Monocytes	monocyte	CL:0000576	monocyte
Monocytes	monocyte	CL:0000576	monocyte
Th1 and Tfh cells	Th1 and Tfh cell	CL:0000912	helper T cell
Th1 and Tfh cells	Th1 and Tfh cell	CL:0000912	helper T cell
lymphocyte	lymphocyte	CL:0000542	lymphocyte
lymphocyte	lymphocyte	CL:0000542	lymphocyte
plasma cell	plasma cell	CL:0000786	plasma cell
plasma cell	plasma cell	CL:0000786	plasma cell
HPCs	hematopoietic progenitor cell	CL:0008001	hematopoietic precursor cell
HPCs	HPC	CL:0008001	hematopoietic precursor cell
B cells	B cell	CL:0000236	B cell
B1 cells	RGC-like neural stem cell	CL:0000047	neural stem cell
B1 cells	B1 cell	CL:0000047	neural stem cell
C cells	transit amplifying cell	CL:0009010	transit amplifying cell
C cells	C cell	CL:0009010	transit amplifying cell
